driver_id,age,experience_years,avg_speed,harsh_braking,sudden_acceleration,mobile_usage_minutes,night_driving_hours,fatigue_score,traffic_violations,seatbelt_compliance,weather_risk,weekly_driving_hours,accident_history,driver_risk
104198,21,0,64.98,4,1,35.34,4.73,4.56,1.0,0.83,4.0,26.77,1,High Risk
104199,18,0,65.38,0,1,28.83,4.09,5.61,1.0,0.881,3.0,53.6,0,Moderate Risk
104200,43,27,57.79,1,2,27.63,2.32,3.76,0.0,0.816,2.0,48.39,0,Safe
104201,30,9,49.67,1,3,17.97,4.36,3.96,2.0,0.88,1.0,5.0,1,Safe
104202,18,2,47.32,3,1,66.27,2.38,3.7,0.0,0.934,2.0,51.57,0,Moderate Risk
104203,45,26,48.47,1,2,22.01,2.55,0.33,0.0,0.793,3.0,48.83,0,Safe
104204,62,35,48.11,1,0,26.86,2.3,3.43,0.0,1.0,1.0,20.53,0,Safe
104205,54,36,45.45,0,1,12.42,0.8,1.62,0.0,1.0,3.0,54.01,0,Safe
104206,36,17,70.94,2,6,,2.72,4.95,1.0,0.811,3.0,43.38,0,High Risk
104207,39,23,65.94,2,6,,,3.99,1.0,0.843,3.0,27.89,0,Safe
104208,49,25,43.0,1,1,27.17,2.1,4.37,0.0,0.914,4.0,68.59,0,Moderate Risk
104209,51,44,57.49,3,0,17.17,0.02,2.11,0.0,0.92,5.0,53.56,0,Safe
104210,35,17,56.18,1,1,33.26,1.55,3.6,1.0,0.97,5.0,36.54,0,High Risk
104211,39,19,55.76,2,1,35.76,1.66,4.28,0.0,0.948,3.0,33.39,0,Safe
104212,42,25,41.39,1,1,19.4,3.75,4.28,0.0,0.917,3.0,41.81,0,Safe
104213,45,22,39.32,3,0,,1.5,2.2,0.0,0.834,3.0,41.54,0,Safe
104214,38,13,69.84,1,1,18.31,,1.22,0.0,0.896,3.0,48.38,1,Safe
104215,38,24,43.9,2,2,42.67,2.42,4.57,0.0,1.0,3.0,41.01,0,Moderate Risk
104216,54,26,50.89,2,6,18.47,6.24,4.34,0.0,0.939,4.0,39.35,1,High Risk
104217,52,38,54.3,1,3,37.43,0.13,4.19,1.0,1.0,4.0,48.85,0,Safe
104218,44,19,54.91,2,1,26.4,4.41,4.1,0.0,0.932,2.0,37.53,0,Safe
104219,58,38,60.41,1,0,19.15,3.56,3.65,0.0,1.0,1.0,45.56,0,Safe
104220,35,17,75.04,4,2,12.89,6.84,4.43,0.0,0.917,2.0,58.91,0,Moderate Risk
104221,57,39,44.43,0,1,53.29,3.46,4.35,1.0,0.972,4.0,41.36,0,Safe
104222,45,25,68.44,3,5,24.57,3.13,6.47,1.0,0.984,3.0,41.98,0,High Risk
104223,70,49,28.72,0,1,16.86,3.03,3.3,0.0,0.958,3.0,39.62,0,Safe
104224,26,10,75.62,5,2,27.48,3.44,3.79,,0.903,4.0,53.46,0,High Risk
104225,31,12,29.37,0,0,29.14,4.64,4.81,0.0,0.792,2.0,20.37,0,Safe
104226,44,27,87.67,4,4,18.04,2.09,3.78,0.0,0.903,3.0,33.97,0,High Risk
104227,43,28,57.57,2,1,21.05,8.13,5.17,0.0,1.0,1.0,52.73,0,Safe
104228,60,43,79.38,1,3,12.51,4.43,2.91,1.0,1.0,3.0,45.66,0,Safe
104229,32,17,66.42,7,1,19.84,2.97,2.36,2.0,0.91,1.0,52.33,0,Safe
104230,49,31,46.69,1,0,22.85,2.54,3.58,0.0,0.866,2.0,42.5,0,Safe
104231,52,30,53.93,1,0,13.3,2.94,3.18,0.0,1.0,3.0,36.53,0,Safe
104232,47,27,52.39,1,0,22.14,2.92,3.16,1.0,0.943,5.0,42.47,0,Safe
104233,28,0,68.89,4,3,25.26,4.9,4.88,0.0,0.923,2.0,22.5,1,High Risk
104234,54,43,55.64,0,3,16.5,3.48,4.64,0.0,0.926,3.0,37.55,1,Safe
104235,53,31,42.73,2,1,35.51,5.46,6.15,1.0,1.0,4.0,55.77,2,Moderate Risk
104236,46,26,62.16,5,3,15.21,1.4,2.0,2.0,0.952,2.0,40.61,0,Safe
104237,41,18,38.45,1,1,26.4,3.22,5.04,0.0,0.951,4.0,41.6,0,Safe
104238,41,18,53.48,2,2,19.73,1.62,1.27,1.0,0.845,3.0,43.46,0,Safe
104239,38,19,50.63,3,0,26.87,2.44,3.41,0.0,0.854,2.0,23.36,0,Safe
104240,46,26,55.62,0,1,25.37,2.17,4.33,1.0,0.837,3.0,25.02,0,Safe
104241,39,22,58.32,1,1,65.04,4.49,4.23,0.0,0.883,4.0,47.42,0,Moderate Risk
104242,30,8,76.98,0,5,81.01,2.5,3.68,0.0,0.821,3.0,34.84,0,High Risk
104243,27,15,49.5,0,3,19.18,5.76,4.2,2.0,0.818,3.0,38.66,1,Moderate Risk
104244,31,8,55.19,1,0,25.79,6.06,6.45,0.0,0.916,2.0,47.14,0,High Risk
104245,41,21,63.34,2,1,18.09,4.42,5.68,0.0,0.929,2.0,31.4,0,Safe
104246,39,21,65.36,1,1,25.93,1.26,4.62,0.0,0.781,4.0,35.82,0,Moderate Risk
104247,41,22,50.33,0,0,18.31,5.62,3.1,0.0,0.869,3.0,38.61,0,Safe
104248,45,26,61.19,1,3,17.36,2.32,3.52,1.0,0.945,3.0,47.76,0,Safe
104249,32,7,57.59,1,3,22.94,3.06,6.13,0.0,0.828,5.0,35.23,0,Safe
104250,55,22,36.25,1,0,21.0,4.05,4.85,1.0,0.898,5.0,35.25,0,Safe
104251,36,11,71.82,5,3,12.72,2.05,1.8,0.0,0.868,3.0,60.74,0,High Risk
104252,34,16,84.59,2,4,22.45,5.48,5.22,1.0,0.796,3.0,42.0,0,High Risk
104253,44,22,48.95,2,2,57.31,4.53,4.39,0.0,0.713,2.0,50.7,0,High Risk
104254,19,0,48.0,4,1,21.56,8.89,4.45,0.0,0.806,3.0,16.29,0,High Risk
104255,30,14,58.89,2,0,37.92,3.93,4.99,0.0,1.0,4.0,25.62,0,High Risk
104256,50,35,34.72,1,2,28.4,2.77,3.6,0.0,0.833,1.0,52.73,0,Safe
104257,20,0,80.07,3,6,23.91,7.25,4.13,1.0,,1.0,35.11,0,Safe
104258,51,28,47.88,2,1,16.25,,4.0,2.0,0.929,2.0,39.52,0,Safe
104259,56,43,78.86,7,2,12.3,3.39,4.29,1.0,1.0,3.0,36.05,0,Safe
104260,35,18,49.88,1,1,17.76,3.07,4.15,0.0,0.773,1.0,53.65,0,Safe
104261,42,20,56.95,0,1,14.61,5.33,6.51,0.0,0.872,2.0,50.25,1,Moderate Risk
104262,51,31,70.07,2,5,10.91,8.28,4.95,1.0,0.956,1.0,44.04,1,High Risk
104263,34,9,53.52,1,2,18.46,2.42,3.86,0.0,0.9,5.0,42.93,0,Safe
104264,49,35,57.46,1,1,36.35,4.97,4.26,4.0,0.875,3.0,42.04,1,Moderate Risk
104265,32,3,74.35,0,2,35.0,6.12,3.61,0.0,,3.0,30.45,0,Moderate Risk
104266,34,20,53.61,0,2,19.78,5.47,2.62,0.0,0.766,1.0,36.17,0,Safe
104267,30,18,42.77,2,1,41.27,3.72,5.51,0.0,0.86,1.0,51.13,0,Moderate Risk
104268,43,23,38.22,0,0,17.04,4.37,3.37,2.0,0.881,2.0,38.32,0,Safe
104269,52,37,73.43,3,1,11.22,1.38,5.95,2.0,1.0,1.0,46.83,0,Moderate Risk
104270,37,17,57.46,4,3,54.91,6.35,4.4,2.0,0.708,,36.59,1,Moderate Risk
104271,25,5,64.56,3,3,29.37,1.86,2.94,0.0,0.871,2.0,50.38,0,Safe
104272,27,8,54.38,1,4,32.64,1.95,4.0,2.0,0.873,5.0,31.96,1,High Risk
104273,43,27,39.8,0,1,17.02,2.55,2.63,0.0,0.896,5.0,62.27,2,Moderate Risk
104274,59,37,34.16,0,1,16.3,2.03,1.65,0.0,0.896,3.0,39.26,0,Safe
104275,43,24,95.0,2,4,19.39,3.86,4.53,0.0,0.908,3.0,36.41,0,Safe
104276,35,11,64.44,4,3,33.62,2.97,1.95,0.0,,2.0,64.46,0,Safe
104277,47,28,61.64,3,0,14.63,1.52,3.24,0.0,0.976,5.0,31.36,1,Safe
104278,36,20,63.27,4,1,16.91,1.33,3.43,0.0,0.869,2.0,41.95,0,Safe
104279,35,22,49.24,0,1,33.99,5.2,5.8,1.0,0.841,2.0,54.98,1,Moderate Risk
104280,28,9,49.47,1,1,77.29,4.47,5.87,0.0,0.738,3.0,21.46,0,Moderate Risk
104281,54,39,76.2,3,4,19.62,0.79,6.3,0.0,1.0,4.0,49.68,0,Safe
104282,18,4,66.69,0,2,18.03,4.81,3.33,0.0,0.856,1.0,20.41,0,Safe
104283,48,26,38.36,1,0,14.32,2.52,1.97,0.0,,2.0,44.16,0,Safe
104284,34,21,43.15,0,1,25.46,0.53,6.61,0.0,0.913,1.0,67.05,0,Safe
104285,34,9,56.18,1,0,46.27,1.46,3.73,0.0,0.882,1.0,11.77,0,Safe
104286,58,38,56.62,2,0,33.98,4.73,3.56,0.0,0.887,4.0,45.45,0,Safe
104287,31,11,83.78,5,4,30.09,5.81,2.79,1.0,0.892,3.0,34.96,1,High Risk
104288,32,16,58.34,5,3,15.55,4.56,3.4,0.0,0.9,3.0,29.43,0,Safe
104289,38,15,48.14,4,3,26.48,2.14,2.52,3.0,0.933,2.0,22.94,1,Moderate Risk
104290,44,24,63.0,3,0,,3.99,3.06,0.0,0.944,5.0,56.47,3,High Risk
104291,34,17,62.96,3,0,48.59,4.17,2.5,0.0,0.819,5.0,44.11,0,Safe
104292,22,1,41.37,6,1,20.95,0.0,2.2,0.0,0.939,3.0,15.91,0,Safe
104293,29,16,53.57,2,0,21.23,4.35,4.33,2.0,0.844,1.0,30.22,1,Moderate Risk
104294,53,40,76.42,2,6,38.41,3.33,3.13,1.0,0.828,2.0,40.21,0,Moderate Risk
104295,40,25,61.72,2,4,19.52,7.08,3.91,0.0,0.924,3.0,24.64,2,Moderate Risk
104296,44,23,49.05,0,1,48.95,6.53,4.82,0.0,0.893,4.0,44.11,0,Safe
104297,36,16,48.9,1,2,9.91,3.23,3.58,1.0,0.982,1.0,44.58,0,Safe
104298,32,8,41.95,2,0,19.06,4.36,5.82,1.0,1.0,4.0,42.65,0,High Risk
104299,57,41,55.37,0,2,29.65,3.21,4.63,0.0,0.789,2.0,71.27,0,High Risk
104300,37,15,61.59,4,5,36.25,2.6,2.59,0.0,0.841,4.0,30.01,0,Moderate Risk
104301,34,15,47.02,2,3,18.46,1.07,2.94,1.0,0.919,3.0,35.62,0,Safe
104302,51,35,83.08,3,3,12.19,1.86,3.53,1.0,1.0,3.0,39.38,0,Safe
104303,31,10,62.91,2,3,30.58,2.77,2.68,1.0,0.858,2.0,50.46,0,Safe
104304,32,12,38.74,0,0,24.09,5.51,3.48,0.0,0.779,3.0,49.58,0,Safe
104305,39,22,33.85,0,0,10.18,3.54,2.32,0.0,0.851,3.0,29.27,0,Safe
104306,39,19,43.45,3,2,14.86,2.31,3.4,0.0,0.904,3.0,59.52,0,Safe
104307,42,23,80.42,1,7,32.56,,3.2,4.0,0.924,5.0,32.16,0,Moderate Risk
104308,62,43,64.71,5,2,24.87,3.75,2.35,2.0,1.0,2.0,57.71,0,Safe
104309,43,25,81.02,4,1,,2.56,3.02,0.0,0.874,4.0,53.02,0,Safe
104310,18,3,58.53,1,3,16.55,1.96,3.3,0.0,0.937,3.0,43.44,1,High Risk
104311,43,23,48.89,1,2,30.77,1.57,4.77,0.0,0.972,5.0,39.11,0,Safe
104312,39,22,48.49,0,1,38.71,6.18,3.46,0.0,0.841,2.0,39.11,1,Moderate Risk
104313,39,23,63.44,1,5,28.6,2.93,2.98,2.0,1.0,4.0,48.84,0,Moderate Risk
104314,42,23,57.22,1,1,15.42,5.02,2.88,1.0,0.878,2.0,49.38,0,Safe
104315,39,16,59.21,3,4,19.36,0.36,1.32,0.0,0.837,3.0,50.03,0,Safe
104316,38,17,83.41,1,2,58.39,5.34,2.51,0.0,0.955,3.0,50.26,0,High Risk
104317,46,28,57.29,3,1,23.56,4.32,4.66,1.0,0.908,3.0,48.27,0,Safe
104318,33,15,76.44,5,1,63.17,4.9,5.69,1.0,0.76,2.0,58.26,0,High Risk
104319,29,7,40.43,1,0,20.91,0.91,3.51,0.0,0.867,5.0,32.34,0,Safe
104320,70,60,88.89,3,4,16.54,3.05,4.01,1.0,0.905,4.0,51.71,0,Moderate Risk
104321,31,8,47.19,0,0,15.61,2.21,2.74,0.0,0.867,4.0,33.06,0,Safe
104322,40,28,67.35,3,1,13.93,1.01,2.75,0.0,0.942,4.0,73.48,0,Safe
104323,23,9,73.91,2,6,15.54,0.37,4.17,0.0,,2.0,49.15,0,Safe
104324,40,22,54.37,1,1,15.4,1.35,4.03,0.0,1.0,1.0,55.0,0,Safe
104325,29,1,63.56,1,2,33.98,1.86,3.66,0.0,0.846,1.0,43.58,0,Safe
104326,34,7,72.84,6,3,58.79,,4.08,1.0,0.826,3.0,38.86,0,High Risk
104327,50,27,48.2,1,1,23.75,2.0,4.11,1.0,1.0,3.0,75.99,0,Safe
104328,44,23,41.22,2,0,11.39,2.89,3.83,0.0,1.0,2.0,57.65,1,Safe
104329,45,33,62.62,3,6,20.15,5.04,3.46,0.0,0.973,1.0,41.41,0,Safe
104330,20,0,52.83,0,1,23.68,3.96,4.16,0.0,0.855,2.0,34.74,0,Moderate Risk
104331,59,41,81.84,3,2,30.94,1.78,4.42,1.0,1.0,2.0,49.68,0,Safe
104332,26,9,71.02,2,2,16.26,3.92,4.14,0.0,0.876,3.0,33.49,0,Safe
104333,56,36,56.24,3,3,19.89,1.67,4.39,0.0,0.853,3.0,41.75,0,Safe
104334,50,32,67.11,2,4,41.16,0.02,4.27,0.0,0.851,4.0,26.8,0,Moderate Risk
104335,45,22,43.14,1,2,58.33,3.82,5.68,1.0,0.909,4.0,14.1,0,Safe
104336,30,18,54.62,1,2,26.42,4.4,3.92,1.0,0.878,4.0,65.68,0,Safe
104337,41,21,62.41,2,0,29.71,2.88,4.69,2.0,0.91,1.0,36.54,0,Safe
104338,34,18,82.94,3,3,30.78,3.08,4.47,1.0,,3.0,38.31,0,High Risk
104339,39,21,60.87,2,1,18.45,,4.41,1.0,0.971,4.0,43.45,1,Safe
104340,36,15,77.83,1,5,34.53,6.02,5.04,0.0,0.828,5.0,49.65,1,High Risk
104341,18,3,64.67,2,1,20.26,4.26,4.59,0.0,0.829,1.0,47.97,0,Moderate Risk
104342,51,31,45.44,2,1,,2.78,2.79,0.0,0.902,2.0,57.17,0,Safe
104343,38,19,55.17,1,2,11.74,4.92,4.51,0.0,0.828,2.0,49.08,0,Moderate Risk
104344,34,17,63.05,3,5,14.9,5.13,5.33,3.0,0.848,2.0,38.52,0,High Risk
104345,33,15,53.93,1,1,20.92,4.14,5.99,0.0,0.841,3.0,56.48,0,Moderate Risk
104346,43,24,70.7,1,5,21.37,4.76,3.98,1.0,0.926,2.0,41.14,0,Moderate Risk
104347,29,12,47.34,0,0,19.55,4.43,6.12,0.0,0.851,4.0,53.02,0,Moderate Risk
104348,18,0,58.47,2,3,25.38,3.92,3.55,1.0,0.902,3.0,19.52,0,High Risk
104349,43,24,69.26,4,1,12.09,4.81,4.88,,0.913,2.0,58.9,0,Moderate Risk
104350,45,28,57.98,2,2,10.49,1.41,2.97,0.0,0.901,1.0,33.46,0,Safe
104351,37,11,49.95,2,1,36.6,1.89,5.0,0.0,0.964,1.0,23.02,1,High Risk
104352,26,5,53.23,0,0,37.86,4.53,4.5,0.0,0.751,2.0,23.51,0,Safe
104353,40,22,73.92,2,4,16.96,2.03,2.73,1.0,,,45.27,0,Safe
104354,23,3,55.49,0,2,26.84,5.15,5.86,0.0,0.801,1.0,66.09,0,High Risk
104355,28,12,45.78,3,0,19.94,3.91,3.29,0.0,0.844,3.0,38.29,0,Moderate Risk
104356,31,13,77.68,0,5,21.09,6.97,4.96,0.0,0.867,4.0,39.51,1,Moderate Risk
104357,48,29,63.12,3,1,21.83,1.32,1.62,1.0,0.902,2.0,53.6,0,Safe
104358,35,20,67.61,3,1,20.78,4.82,4.95,0.0,0.903,1.0,35.49,0,Moderate Risk
104359,34,13,63.11,0,0,38.55,2.61,1.99,0.0,0.883,5.0,39.06,0,Safe
104360,61,43,83.73,3,0,26.23,3.5,3.43,0.0,0.887,2.0,43.28,1,Safe
104361,43,25,74.47,1,3,19.55,4.33,2.82,0.0,0.747,2.0,67.11,0,Safe
104362,43,25,54.87,6,1,25.58,3.76,2.81,2.0,0.854,1.0,44.41,0,Moderate Risk
104363,35,3,63.74,3,1,36.4,4.61,4.55,0.0,0.924,,47.64,1,High Risk
104364,32,15,56.16,0,4,18.34,4.11,3.02,0.0,0.945,3.0,32.75,0,Safe
104365,18,6,51.69,1,2,42.82,3.25,4.95,0.0,0.902,2.0,25.65,1,High Risk
104366,50,37,37.92,1,5,16.68,,3.82,,0.912,2.0,54.11,0,Safe
104367,44,21,49.34,0,1,53.15,4.76,5.25,1.0,0.892,5.0,45.65,0,Moderate Risk
104368,37,12,62.52,1,2,27.82,2.92,3.12,0.0,0.856,3.0,53.0,0,Safe
104369,37,20,52.13,0,1,,1.91,3.89,,0.894,4.0,31.76,1,Safe
104370,47,22,52.85,0,3,15.61,3.65,3.9,0.0,0.876,2.0,41.73,0,Safe
104371,22,0,41.48,1,2,17.88,4.2,4.2,0.0,0.958,2.0,22.54,0,Safe
104372,33,14,82.96,2,2,30.29,0.7,4.14,1.0,0.709,1.0,35.15,0,Safe
104373,27,8,68.79,3,4,18.91,3.99,4.55,1.0,0.905,2.0,22.42,0,Moderate Risk
104374,58,37,42.9,0,3,24.04,1.64,3.92,0.0,0.929,3.0,42.73,1,Safe
104375,49,26,62.99,3,3,27.56,0.0,3.59,1.0,0.92,2.0,59.41,0,Safe
104376,18,0,92.27,4,3,25.27,4.51,5.19,2.0,0.873,2.0,27.7,1,High Risk
104377,22,5,64.87,5,0,46.76,1.64,4.08,1.0,0.941,3.0,28.65,1,Safe
104378,38,19,34.34,0,2,27.57,5.46,3.99,0.0,0.896,4.0,40.18,0,High Risk
104379,34,6,92.97,0,5,,5.0,4.92,0.0,0.886,5.0,37.11,1,Moderate Risk
104380,24,3,41.03,3,0,,4.17,5.46,0.0,0.92,1.0,47.9,1,High Risk
104381,60,37,60.87,1,3,19.44,5.37,4.0,0.0,0.812,2.0,30.55,0,Moderate Risk
104382,42,20,44.41,2,3,10.8,4.88,4.13,3.0,0.869,2.0,12.35,2,Safe
104383,44,23,47.17,2,3,39.41,1.63,4.41,1.0,0.957,2.0,43.82,0,High Risk
104384,31,11,60.95,2,3,32.25,5.23,4.91,0.0,0.898,1.0,60.71,0,Moderate Risk
104385,47,24,29.2,0,1,19.87,1.96,1.78,0.0,0.815,2.0,40.95,0,Safe
104386,35,12,56.65,3,1,18.97,5.04,2.97,2.0,1.0,2.0,45.39,0,Moderate Risk
104387,36,15,71.75,3,3,38.88,2.68,3.69,0.0,0.864,3.0,40.35,0,Moderate Risk
104388,46,29,54.64,0,0,25.28,0.86,3.51,0.0,0.858,1.0,53.33,0,Safe
104389,21,0,43.69,1,0,13.11,4.57,2.45,1.0,,3.0,34.47,1,Safe
104390,57,37,65.78,4,2,47.58,2.18,1.99,1.0,0.979,5.0,45.26,0,Safe
104391,41,22,45.3,3,1,23.38,5.02,4.42,2.0,0.838,4.0,62.5,1,Moderate Risk
104392,53,22,45.99,2,2,42.78,5.4,5.1,1.0,0.847,3.0,56.57,0,High Risk
104393,27,13,42.32,0,0,25.19,0.51,4.04,0.0,0.919,3.0,32.56,0,Safe
104394,29,5,70.2,3,1,21.66,3.69,5.85,2.0,0.75,2.0,31.11,1,Moderate Risk
104395,26,10,64.7,0,3,26.95,4.65,2.64,1.0,0.944,2.0,33.05,1,Safe
104396,42,22,39.34,0,0,56.14,3.39,4.97,0.0,0.793,3.0,29.35,0,Safe
104397,40,10,45.89,1,2,,3.79,6.43,0.0,0.969,3.0,33.57,0,Safe
104398,34,18,54.85,3,2,16.68,3.76,2.29,2.0,0.93,4.0,40.5,0,Moderate Risk
104399,28,11,40.85,0,0,26.28,0.79,2.09,0.0,0.972,2.0,31.14,0,Safe
104400,25,5,68.14,5,3,47.09,6.41,6.36,0.0,0.864,2.0,45.24,0,High Risk
104401,38,22,74.21,3,1,19.08,4.3,3.89,3.0,0.982,4.0,22.76,0,Moderate Risk
104402,34,11,57.97,2,0,85.93,2.4,5.45,0.0,0.833,3.0,26.26,0,Moderate Risk
104403,31,13,43.06,0,0,12.57,2.18,4.04,0.0,0.909,4.0,48.77,2,Safe
104404,56,34,61.7,3,1,26.57,4.47,5.39,0.0,0.935,4.0,68.29,1,High Risk
104405,38,24,52.51,0,2,22.97,3.57,4.41,0.0,0.7,3.0,46.31,1,Safe
104406,53,40,54.96,3,2,14.77,3.62,4.2,1.0,0.898,3.0,36.79,0,Safe
104407,33,14,65.05,3,2,52.53,4.36,3.39,1.0,0.935,5.0,27.72,0,Safe
104408,42,28,71.97,3,4,26.39,3.39,4.99,0.0,,4.0,39.66,0,Moderate Risk
104409,38,12,62.22,5,3,48.24,0.28,5.72,1.0,0.82,3.0,55.84,0,High Risk
104410,20,6,52.4,3,1,18.56,2.96,4.89,0.0,0.791,3.0,45.49,0,Safe
104411,55,39,86.72,4,6,20.54,3.95,4.32,0.0,0.802,1.0,31.74,0,Safe
104412,38,17,74.31,2,1,14.71,4.43,6.0,1.0,0.885,1.0,46.09,0,Moderate Risk
104413,47,30,65.5,2,3,44.27,2.19,4.64,,0.912,4.0,61.82,0,Moderate Risk
104414,31,17,60.3,4,0,18.05,3.27,4.97,0.0,0.888,2.0,55.91,0,Safe
104415,37,9,48.22,2,2,16.86,5.55,6.25,0.0,0.811,3.0,55.95,0,Moderate Risk
104416,29,13,71.72,2,0,41.42,5.84,4.67,0.0,0.783,3.0,50.46,2,High Risk
104417,53,34,61.65,2,2,45.46,3.56,5.79,2.0,0.815,3.0,30.09,0,Moderate Risk
104418,42,23,47.62,3,2,22.39,4.66,2.77,1.0,0.884,3.0,33.37,0,Safe
104419,43,20,63.05,3,1,42.11,3.84,3.84,2.0,0.806,4.0,63.27,0,Moderate Risk
104420,54,32,38.69,1,2,25.94,4.2,3.03,0.0,0.986,2.0,40.96,0,Safe
104421,52,36,73.0,2,5,27.05,2.98,1.23,0.0,0.862,1.0,23.16,0,Safe
104422,47,29,67.66,2,0,13.74,1.98,2.59,0.0,0.892,4.0,51.66,0,Safe
104423,23,4,62.75,2,3,18.81,6.87,4.79,0.0,0.926,1.0,51.62,1,High Risk
104424,31,8,54.65,0,2,37.59,6.66,4.66,0.0,0.722,3.0,38.8,0,Moderate Risk
104425,28,13,54.51,3,0,,3.5,2.5,0.0,1.0,1.0,47.46,0,Safe
104426,47,19,32.01,0,0,11.97,3.94,0.82,,0.975,3.0,32.24,0,Safe
104427,41,24,36.3,0,2,28.04,3.41,3.11,0.0,0.955,2.0,37.71,0,Safe
104428,24,4,44.71,0,0,25.79,,2.74,0.0,0.83,3.0,17.17,1,Safe
104429,37,22,47.78,1,2,18.35,3.34,5.62,1.0,0.851,3.0,29.96,0,Safe
104430,23,8,55.09,3,1,14.27,5.6,4.32,1.0,0.858,5.0,57.0,0,Moderate Risk
104431,38,22,74.94,3,2,21.94,1.36,4.74,0.0,0.88,2.0,5.0,0,Safe
104432,21,5,60.65,3,1,25.05,2.65,2.83,0.0,0.973,2.0,34.45,0,Moderate Risk
104433,45,27,82.21,2,6,23.26,4.62,5.24,0.0,0.771,2.0,37.53,0,Moderate Risk
104434,43,27,55.49,2,0,9.16,3.35,3.84,0.0,1.0,1.0,51.07,0,Safe
104435,60,37,54.97,4,5,30.41,5.2,3.3,0.0,0.891,4.0,20.54,0,Safe
104436,48,31,53.91,0,3,26.1,3.19,4.08,1.0,,1.0,35.66,0,Safe
104437,34,18,60.4,0,0,13.14,,3.38,0.0,0.941,2.0,34.9,1,Safe
104438,48,30,57.65,1,6,30.15,2.72,3.65,1.0,0.947,1.0,49.46,0,Safe
104439,24,0,66.67,3,1,33.21,6.21,2.92,0.0,0.931,1.0,37.88,0,Moderate Risk
104440,28,7,34.83,1,0,29.59,5.18,6.31,1.0,0.869,2.0,19.67,0,Moderate Risk
104441,43,24,46.36,1,0,18.32,1.27,3.76,0.0,0.849,2.0,39.21,0,Safe
104442,18,4,68.93,2,1,39.04,4.85,3.25,1.0,0.798,4.0,29.55,0,Moderate Risk
104443,39,24,34.6,0,0,48.97,4.95,5.47,0.0,0.933,5.0,48.84,1,High Risk
104444,28,13,79.26,3,4,23.57,3.46,3.44,1.0,1.0,2.0,37.91,0,Moderate Risk
104445,40,15,57.84,0,2,15.11,4.65,5.75,0.0,0.857,2.0,62.28,0,Safe
104446,27,5,43.64,1,3,18.46,5.97,3.87,0.0,0.97,2.0,31.13,0,Moderate Risk
104447,44,28,53.96,0,2,14.1,2.91,3.36,1.0,0.992,3.0,37.35,0,Safe
104448,39,21,83.68,2,2,27.03,3.87,3.3,1.0,0.792,3.0,36.24,0,Moderate Risk
104449,54,38,73.9,5,0,25.38,2.26,4.2,0.0,0.983,2.0,44.04,0,Safe
104450,39,23,63.4,1,1,9.81,4.14,3.79,0.0,0.883,2.0,53.16,0,Safe
104451,31,9,54.15,2,1,19.3,,4.69,0.0,1.0,4.0,34.67,0,Moderate Risk
104452,36,17,53.97,1,0,28.09,4.54,4.53,0.0,0.909,,36.99,0,Safe
104453,24,0,59.34,2,4,29.64,6.54,7.48,0.0,1.0,1.0,42.28,0,High Risk
104454,43,18,52.34,1,4,18.5,1.89,3.04,2.0,0.909,4.0,30.6,1,Moderate Risk
104455,45,20,47.51,1,0,24.4,5.6,3.65,1.0,0.857,2.0,49.97,0,Moderate Risk
104456,66,44,78.68,2,2,77.76,3.06,4.52,0.0,0.885,4.0,43.14,0,High Risk
104457,32,14,59.8,5,2,25.4,2.45,2.73,0.0,0.951,4.0,30.25,0,Moderate Risk
104458,36,14,45.17,1,0,16.22,3.19,2.39,0.0,0.95,1.0,19.01,0,Safe
104459,33,15,46.62,1,0,21.51,3.57,5.32,0.0,0.877,2.0,28.08,0,Safe
104460,41,15,64.41,2,1,40.77,2.85,3.89,0.0,0.929,3.0,38.82,0,Safe
104461,43,22,45.04,3,1,19.59,5.25,4.53,1.0,0.829,4.0,41.73,0,High Risk
104462,38,17,64.26,2,1,,3.0,2.3,0.0,0.744,3.0,38.33,0,Safe
104463,51,31,34.6,1,1,44.46,3.67,4.31,1.0,0.91,3.0,27.06,0,Safe
104464,32,5,66.5,3,8,17.65,7.42,2.02,1.0,1.0,1.0,36.56,1,High Risk
104465,50,36,47.9,0,0,,2.84,3.93,0.0,0.965,1.0,27.28,0,Safe
104466,45,18,55.21,0,0,21.03,2.61,2.81,,0.854,2.0,26.72,0,Safe
104467,39,20,57.09,2,2,28.83,2.73,5.81,1.0,0.876,3.0,55.42,0,Safe
104468,36,22,76.6,2,2,20.12,5.21,5.11,1.0,0.911,3.0,41.22,0,Safe
104469,66,49,57.74,1,0,9.24,2.97,4.42,0.0,0.893,1.0,53.84,0,Safe
104470,30,17,84.17,3,3,15.19,3.9,3.03,1.0,0.846,5.0,58.54,0,High Risk
104471,42,20,61.39,1,1,44.01,2.17,4.54,0.0,0.903,1.0,41.33,0,Safe
104472,31,15,71.56,3,3,26.27,3.0,6.15,2.0,0.927,4.0,52.44,0,High Risk
104473,59,39,59.66,1,3,19.11,4.75,3.36,0.0,0.865,5.0,50.84,0,Safe
104474,49,25,62.58,1,4,49.73,0.72,2.93,0.0,0.778,3.0,34.48,0,Safe
104475,32,15,66.81,7,0,30.05,0.48,3.37,0.0,0.878,4.0,39.18,0,Safe
104476,45,26,72.28,1,1,18.82,2.32,3.65,0.0,0.889,3.0,34.31,0,Safe
